,instance,hate_count,url_count,mentions_count,hashtag_count,hate_avg,url_avg,mentions_avg,hashtag_avg,users,posts,nsfw,media_removal,fed_time_rem,reject,quaran_inst,accept,avatar,banner,followers_only,report,reject_deletes,hate_perc,url_perc,mentions_perc,hash_perc,followers_count,following_count,reblogs_count,replies_count,active_halfyear,active_month,hash_ftr,hash_rej,hash_sen,users_tr,posts_tr,hate_tr,url_tr,blocked
178,froth.zone,6096.0,486.0,5241.0,476.0,1.479252608590148,0.1179325406454744,1.2720873786407767,0.1155339805825242,15.0,1575.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2339238049017229,0.0552050473186119,0.3049017228827954,0.0366415918466391,469495,27948,9,12,0.0,0.0,0.0,0.0,1.0,1.5704178024750195,3.410987226193145,4.274062084564053,2.8039657955522013,0
179,fsmi.social,12179.0,1680.0,7687.0,2635.0,1.6588123127213292,0.2288204848815037,1.0471325432502383,0.3589429233074513,1607.0,12008.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2694088804140561,0.1033097248706074,0.2473440479433397,0.0713701988558975,450847,21962,8,18,0.0,0.0,0.0,0.0,1.0,3.4224410745573923,4.785328759840749,4.796619533812379,3.447875274067532,0
180,fucking.kaaa.ren,197567.0,10456.0,240784.0,12867.0,1.4330780055417736,0.0758439599019309,1.7465708213345326,0.0933331399017851,2.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2244490867679273,0.0340485412949181,0.3303194498846673,0.0238608173390782,565399,26490,11,73,0.0,0.0,0.0,0.0,0.0,1.122462048309373,2.3324068738997483,7.631660945023749,4.676212757887527,0
181,fuwa.pink,38756.0,2199.0,50959.0,2070.0,1.2242087308105376,0.0694611156737633,1.6097229680639351,0.0653883817165239,1.0,10273.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2044506917682734,0.0287762966706677,0.3220355044538505,0.0178627834986417,17479,12553,10,26,0.0,0.0,0.0,0.0,0.0,1.0,4.662471763516656,5.817322728291369,3.606098109697301,0
182,gayrobot.club,133468.0,5366.0,58891.0,10443.0,1.3922640407243596,0.0559751314362012,0.6143246090775377,0.108936711765749,42.0,6289.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2326577234415421,0.0259690811983643,0.2390626303930568,0.0385181089877326,487398,12010,7,89,0.0,0.0,0.0,0.0,0.0,1.8644105355008187,4.29632307944169,7.148740385212763,4.18416155461806,0
183,gearlandia.haus,175623.0,4821.0,66734.0,8419.0,4.719525959367946,0.1295549822637858,1.7933944263792965,0.2262503023299562,51.0,55333.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2085617542728152,0.0610018273675158,0.2747769536708589,0.0752445447705041,43156,28096,19,2,0.0,0.0,0.0,0.0,1.0,1.925728373698168,6.173015529317818,7.483364486494922,4.110135963348242,1
184,gentoo.live,82715.0,6224.0,68140.0,9916.0,1.2773333745135589,0.0961146457471122,1.052273955679098,0.153131032352714,323.0,23169.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222759280993267,0.0415946012724689,0.2991537463709926,0.0389539193279387,29912,22495,26,39,0.0,0.0,0.0,0.0,0.0,2.619391539239756,5.339302765592527,6.60081223370648,4.288890226343952,0
185,georgi.family,4714.0,902.0,1732.0,1176.0,1.6012228260869563,0.3063858695652174,0.5885151206252124,0.399592252803262,1.0,1226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2629076086956521,0.1297554347826087,0.2168817934782608,0.1015625,381959,11412,3,15,0.0,0.0,0.0,0.0,1.0,1.0,3.27151120192428,4.094789645024982,3.108382268672306,0
186,germany.presentdaypresenttime.com,7259.0,468.0,18430.0,592.0,1.7035907064069469,0.1098333724477822,4.326291079812207,0.1389671361502347,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2548697488852382,0.0409528279746538,0.38453414691387,0.0400140812015958,1899,2994,2,18,0.0,0.0,0.0,0.0,0.0,1.0,1.81712059283214,4.4002714236470055,2.786384050459718,0
187,girlslove.pink,77929.0,4249.0,75535.0,14380.0,1.1064902241974186,0.0603302616819776,1.0725137729312206,0.2041801556199239,13.0,712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1994135938320862,0.0277513524258473,0.2990813443325902,0.0670675431995342,18849,5872,12,75,0.0,0.0,0.0,0.0,0.0,1.5334062370163877,2.9882252577690784,6.535565685662268,4.024523384294325,1
188,gleasonator.com,253026.0,20780.0,163232.0,35666.0,1.5807703120607253,0.129822259706994,1.0197920831667333,0.2228233706517393,373.0,84070.0,0.0,4.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.2406241214506607,0.059416487052135,0.2907225189766657,0.044744322618936,428557,28146,35,84,0.0,0.0,0.0,0.0,0.0,2.6829843451801887,6.61871236360427,7.952936685594487,5.243334813911715,1
189,glitchcity.cc,21.0,11.0,48.0,15.0,0.2625,0.1375,0.6,0.1875,8.0,1197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05625,0.0625,0.225,0.0625,439095,447,1,4,0.0,0.0,0.0,0.0,0.0,1.414213562373095,3.258484742009646,1.661000956165023,1.4913014754131089,0
190,glowers.club,46421.0,4542.0,68688.0,5253.0,1.464846954875355,0.1433259703376459,2.1675660323771657,0.1657673009561677,9.0,6068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2328494793310192,0.0669454086462606,0.306816030293468,0.0415904070684758,467742,5119,9,39,0.0,0.0,0.0,0.0,1.0,1.4422495703074083,4.270783885260184,5.994952530936766,4.069501269654185,0
191,gnubox.org,65321.0,6657.0,27441.0,14682.0,1.7557520696699285,0.178932372863133,0.7376018063059431,0.3946455930973309,2.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2762874959681755,0.0791447156219761,0.2737205676808945,0.0762418019567788,523514,13798,9,68,0.0,0.0,0.0,0.0,0.0,1.122462048309373,2.696012309194556,6.346127658739944,4.337236389192243,0
192,go0d.icu,1266.0,523.0,2704.0,434.0,0.2142494499915383,0.0885090539854459,0.4576844955991876,0.0734597156398104,18.0,205.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.038077508884752,0.0412083262819428,0.194110678625825,0.0291081401252326,815,1482,8,18,0.0,0.0,0.0,0.0,0.0,1.6188704068605666,2.428243921019955,3.28906369728888,2.838465466211549,0
193,goose.depht.com,1886579.0,117601.0,1012539.0,625656.0,1.554526023315678,0.0969022844354501,0.8343247338709611,0.5155359701648727,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2743810996008583,0.023293018150896,0.2356266953635617,0.1743773092376096,446140,24726,18,87,0.0,0.0,0.0,0.0,0.0,1.4913014754131089,1.661000956165023,11.115930752573124,6.999523926916359,0
194,gorf.pub,139151.0,10424.0,122789.0,10959.0,1.6889511949410725,0.1265217444076272,1.4903748118658058,0.1330169442151769,153.0,4277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2416888176819721,0.0511900860551772,0.3070191409047324,0.0335845804658388,460356,12817,24,91,0.0,0.0,0.0,0.0,0.0,2.3126783696051127,4.028931420941122,7.198594693905322,4.673824496234621,0
195,gravure.club,64480.0,3026.0,116552.0,38971.0,1.112069262874685,0.052188610258356,2.01017574722754,0.6721339749228196,2.0,714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1970266634472767,0.0240936842468352,0.1794953606291607,0.2116173985029837,2333,3930,9,1,0.0,0.0,0.0,0.0,1.0,1.122462048309373,2.989622605051353,6.332436421827447,3.803161960967667,0
196,greenish.red,133608.0,11004.0,105325.0,17215.0,1.6295248316908966,0.1342082154356522,1.284592211340269,0.209962069007574,474.0,16327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2574885354668748,0.0595119036003512,0.3031759196019124,0.0432176309883891,18630,10863,12,39,0.0,0.0,0.0,0.0,0.0,2.7923063049217887,5.036757774433507,7.149989606643567,4.716195109666975,1
197,h55.social,13037.0,820.0,4705.0,1118.0,1.9572136315868487,0.1231046389431016,0.7064564564564565,0.1678678678678678,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2870439873892809,0.0539708752439573,0.2895210929289896,0.0404593904819096,3805,7,3,30,0.0,0.0,0.0,0.0,0.0,1.122462048309373,1.2009369551760027,4.851353757588359,3.0593956303723053,0
198,habitat.zelle.one,91453.0,9071.0,42940.0,10889.0,1.7157517541555665,0.1701812314734906,0.8056134031256449,0.204292602390199,5.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2650838617687892,0.0747251510262279,0.2889385013695546,0.0506266181381561,530655,21860,5,39,0.0,0.0,0.0,0.0,0.0,1.3076604860118306,2.707588766815473,6.712222219096267,4.566770579014555,0
199,handicapped.tk,55811.0,9198.0,53903.0,19396.0,0.7071217707501869,0.1165380668212398,0.682956186807896,0.2457491827788055,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1149543248824863,0.0523395035919267,0.139920432804997,0.0858008032739113,98048,11220,29,1,0.0,0.0,0.0,0.0,0.0,1.3076604860118306,1.6475489724420656,6.181871415014271,4.577365242444017,0
200,happylittle.cloudns.cc,46628.0,2957.0,48608.0,2168.0,1.7658776746828253,0.1119863662185192,1.8409331919406149,0.082108771398273,6.0,1283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2615224389320204,0.0478886574512402,0.3332323423594016,0.0233857224010604,450789,28309,3,34,0.0,0.0,0.0,0.0,0.0,1.3480061545972777,3.2963838373361183,5.999399712702132,3.7885691694964554,1
201,haskell.social,22572.0,972.0,22410.0,1196.0,1.8340781668968884,0.0789794425936459,1.8210628961482205,0.0971883633999674,29.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2546924514503941,0.0325424555131226,0.3346875761761599,0.019622978792557,468227,1783,2,6,0.0,0.0,0.0,0.0,0.0,1.7528025632357591,2.092730068567824,5.316122831128013,3.1473451902649443,0
202,haxx.us,7071.0,392.0,4686.0,792.0,1.377288663809895,0.0763537202960654,0.91291642314436,0.1542957334891876,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2304246201791975,0.0362290611608882,0.3731982859368913,0.0399298792364628,586465,28323,2,106,0.0,0.0,0.0,0.0,0.0,1.122462048309373,0.0,4.381069467595169,2.7052932225631183,0
203,hayu.sh,59287.0,5346.0,34283.0,5844.0,1.545582523006335,0.1393675538986939,0.8937640127222483,0.1523541373377131,40.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2435412810552934,0.0603769649886597,0.2887588310435621,0.0329648843817617,18553,13181,4,30,0.0,0.0,0.0,0.0,0.0,1.849311194297324,2.478837157090335,6.2444363883761325,4.18155832791489,0
204,heewch.com,55485.0,2751.0,47586.0,2704.0,1.7390691114245416,0.0862247296661965,1.491537111334002,0.084754262788365,2.0,3.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2550070521861777,0.0348064566682338,0.3475160633129604,0.0205140260147312,4398,1267,3,44,0.0,0.0,0.0,0.0,0.0,1.122462048309373,1.2009369551760027,6.17583851679792,3.743246539186317,0
205,hellwife.online,4356.0,291.0,1620.0,280.0,1.4328947368421052,0.0957236842105263,0.5330700888450148,0.092135570911484,1.0,916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2348684210526316,0.0455592105263157,0.2021381578947368,0.0174342105263157,17132,12272,2,8,0.0,0.0,0.0,0.0,0.0,1.0,3.116371655342108,4.04124002062219,2.5742387976791643,0
206,hentai.baby,4060.0,2161.0,1198.0,6659.0,0.4666130329847144,0.2483622572118147,0.1377011494252873,0.7654022988505748,213.0,2230.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1070566601540052,0.0591885990116078,0.0533272037696816,0.250201126307321,10184,2490,13,14,0.0,0.0,0.0,0.0,1.0,2.443786533195238,3.614521484474064,3.9941190513543368,3.595636616700709,1
207,heresy.cc,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.2009369551760027,1.4677992676220697,0.0,1.0,0
208,hostux.coffee,572.0,118.0,241.0,258.0,1.2248394004282654,0.2526766595289079,0.5171673819742489,0.5536480686695279,61.0,4959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2162740899357601,0.1113490364025696,0.2237687366167023,0.101713062098501,5215,1078,8,6,0.0,0.0,0.0,0.0,0.0,1.984060781100764,4.129514715415039,2.8811508986148926,2.21469368796771,0
209,hot.pop.zone,2659.0,391.0,478.0,7596.0,1.6871827411167513,0.2480964467005076,0.3034920634920635,4.822857142857143,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2706218274111675,0.1186548223350253,0.0881979695431472,0.3648477157360406,38520,5690,5,5,0.0,0.0,0.0,0.0,0.0,1.0,1.122462048309373,3.722085881130152,2.7041417883633923,0
210,href.space,81.0,31.0,200.0,109.0,0.2934782608695652,0.1123188405797101,0.7272727272727273,0.3963636363636364,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0597826086956521,0.0507246376811594,0.2934782608695652,0.0942028985507246,942,8,1,4,0.0,0.0,0.0,0.0,0.0,1.2599210498948732,1.4913014754131089,2.080083823051904,1.7723940454626317,0
211,hug.fedi.live,54584.0,3214.0,62066.0,5568.0,1.1904907306434025,0.0700981461286804,1.3537045518986237,0.1214421252371916,2.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2089967284623772,0.0317011995637949,0.3225299890948745,0.0357579062159214,21740,16361,11,72,0.0,0.0,0.0,0.0,0.0,1.122462048309373,2.080083823051904,6.159009770507616,3.841560218765822,0
212,hunk.city,58002.0,3501.0,78979.0,4311.0,1.5548049859268194,0.0938480096501809,2.1171724211880765,0.1155640145828865,17.0,4120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2031899209221284,0.04317115668141,0.2763704597238976,0.0246749765446991,43086,28076,13,1,0.0,0.0,0.0,0.0,1.0,1.6035216215125492,4.003896747264234,6.221672711539353,3.8967153753430455,1
213,husk.site,7649.0,501.0,6960.0,619.0,1.4866861030126337,0.0973760932944606,1.3530326594090205,0.1203343701399689,16.0,8806.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238581146744412,0.0448007774538386,0.3157434402332361,0.0377065111758989,61279,10319,10,1,0.0,0.0,0.0,0.0,0.0,1.5874010519681994,4.544259392405874,4.438819073162302,2.8182074219328297,1
214,ia.cafe,1801.0,1966.0,2125.0,1105.0,0.1036427461587155,0.113138056051102,0.1222951197053407,0.0635934622467771,8.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0279392300166887,0.0548138343787765,0.057691201012833,0.0229326120734303,482279,4405,5,6,0.0,0.0,0.0,0.0,0.0,1.414213562373095,2.5987138004585693,3.488073428344169,3.5394076528856373,0
215,iddqd.social,22352.0,2078.0,54309.0,1918.0,1.3531904588933286,0.1258021552246034,3.2880668402252224,0.1161227825876369,164.0,60181.0,0.0,9.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20904467853251,0.0589054364935222,0.2735500665940186,0.0278786778060297,460729,26489,15,25,0.0,0.0,0.0,0.0,1.0,2.339594767218979,6.260032193374506,5.307451873511107,3.572242424133553,1
216,idiomdrottning.org,7284.0,534.0,2527.0,621.0,2.1168265039232783,0.1551874455100261,0.734593023255814,0.1805232558139534,6.0,5016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2894507410636443,0.0730892182505085,0.2961348445219413,0.0446091252542865,17693,12652,9,39,0.0,0.0,0.0,0.0,0.0,1.3480061545972777,4.1373880394502764,4.402793562997293,2.848329379642208,0
217,idolheaven.org,45103.0,3739.0,41026.0,10285.0,0.9439328617471014,0.0782512243104097,0.8586258136079195,0.2152529248027458,3.0,3954.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1599660960194215,0.036185174333431,0.2366162990247373,0.0543091540747561,279713,11108,7,26,0.0,0.0,0.0,0.0,1.0,1.2009369551760027,3.9765469171712486,5.966242548255534,3.939664546342019,1
218,ihatebeinga.live,7451.0,616.0,5441.0,983.0,1.0302820796460177,0.0851769911504424,0.7524547088922694,0.1359424699211727,69.0,237516.0,1.0,1.0,1.0,11.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1946902654867257,0.0378871681415929,0.2683213495575221,0.0416897123893805,37483,25733,11,9,0.0,0.0,0.0,0.0,1.0,2.025232314995578,7.869530298356826,4.419458843922372,2.9169576154325605,0
219,ikbenpiraat.nl,169318.0,16516.0,93305.0,25371.0,1.6841696921470135,0.1642810961356741,0.9280939781566436,0.2523623848648219,44.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2586512159944298,0.0719898542796041,0.2862038096185408,0.0524493957328293,467128,27149,10,39,0.0,0.0,0.0,0.0,0.0,1.8789221206122573,3.1784089688786925,7.437903194556823,5.046428747981506,0
220,ilias.church,47267.0,1951.0,68991.0,3679.0,1.4737777500623597,0.0608318782738837,2.1511957843534657,0.1147142278070531,6.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2270828136692442,0.0291219755550012,0.3139186829633325,0.0414847842354701,7562,1861,6,31,0.0,0.0,0.0,0.0,0.0,1.3480061545972777,2.778388495038381,6.013024958239734,3.534892504954471,0
221,ilja.space,31141.0,1568.0,25252.0,1966.0,1.1981455119079685,0.0603285752760571,0.971604463255098,0.0756444786456329,6.0,2675.0,0.0,0.0,4.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2099572929090839,0.0278365588088184,0.3194759724520026,0.019987688045862,483015,12006,21,18,0.0,0.0,0.0,0.0,1.0,1.3480061545972777,3.725809374180032,5.609042866715465,3.408455877245209,0
222,impeccable.social,20427.0,2519.0,11093.0,1555.0,1.8982436576526345,0.2340860514822043,1.030947955390335,0.1445167286245353,3.0,798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2731158814236595,0.0984109283523836,0.2871480345692779,0.0311309357866369,110,84,10,44,0.0,0.0,0.0,0.0,0.0,1.2009369551760027,3.0455599206412622,5.228383452641691,3.6886832297428938,0
223,imveganb.tw,309.0,130.0,205.0,93.0,0.8583333333333333,0.3611111111111111,0.5710306406685237,0.2590529247910863,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1680555555555555,0.175,0.2625,0.1152777777777777,422135,2751,1,43,5.0,3.0,0.0,0.0,0.0,1.122462048309373,1.4677992676220697,2.6001181322679723,2.250732551659767,0
224,indiefedi.party,1165061.0,3568.0,610108.0,343938.0,1.518313287868856,0.0046498353400517,0.795096815223539,0.4482222957809987,49.0,10438.0,3.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2696578695987041,0.0020766571228622,0.239688064857905,0.166488996388819,447266,5951,8,83,0.0,0.0,0.0,0.0,1.0,1.912931182772389,4.674870111417,10.257891727934885,3.909046239075474,0
225,infiniteregress.space,2566.0,152.0,598.0,197.0,1.5560946027895697,0.0921770770163735,0.3628640776699029,0.1195388349514563,1.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2401455427531837,0.0415403274711946,0.1570648878107944,0.0291085506367495,1,0,3,8,0.0,0.0,0.0,0.0,0.0,1.0,2.2390395117024138,3.70006575407021,2.3101522238683514,0
226,ingsoc.email,11049.0,642.0,11328.0,965.0,1.761919948971456,0.1023760165842768,1.8066985645933007,0.1539074960127591,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2523520969542338,0.0473608674852495,0.2862382395152288,0.0188167756338702,440,468,2,22,0.0,0.0,0.0,0.0,0.0,1.2599210498948732,1.5130857494229015,4.719404064879456,2.9371255057779457,0
227,interlace.space,19262.0,1886.0,7313.0,1214.0,1.8180273714016044,0.1780084945729117,0.6902963941853879,0.1145931659429866,2.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2763567720622935,0.0746578574799433,0.2874941009910335,0.0344502123643227,469991,28149,3,66,0.0,0.0,0.0,0.0,0.0,1.122462048309373,1.721190305691782,5.177461718047549,3.5149861225833914,0
228,is.badat.dev,5915.0,353.0,3400.0,350.0,1.3060278207109737,0.0779421505851181,0.7508833922261484,0.0772968197879858,13.0,18796.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2234488849635681,0.0343342901302715,0.2736807242216825,0.0193199381761978,450225,26950,9,7,0.0,0.0,0.0,0.0,1.0,1.5334062370163877,5.156371975645307,4.252644945165791,2.6584538015022856,1
229,islameye.com,4438.0,78.0,159.0,3476.0,1.8077393075356416,0.0317718940936863,0.0647921760391198,1.4164629176854115,136.0,2815.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2741344195519348,0.015478615071283,0.0315682281059063,0.3289205702647658,133,18,2,2,0.0,0.0,0.0,0.0,0.0,2.267722024701544,3.7576217980197537,4.0538208275064616,2.067041044995942,0
230,islamicate.space,93216.0,6990.0,49956.0,9370.0,1.7019536242468505,0.1276246120138762,0.9121218207380088,0.1710821815260457,14.0,1393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2601880591564725,0.0548475442760635,0.3010315866350192,0.039346357494979,429057,12620,19,82,0.0,0.0,0.0,0.0,0.0,1.5524632891554089,3.3418877066431176,6.733616998172915,4.37266489574231,0
231,isnot.online,16681.0,1142.0,6362.0,1075.0,1.800431732325958,0.1232595790609822,0.6867443868739206,0.1160405872193437,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2633567188343227,0.0543443065299514,0.28041014570966,0.0295736643281165,20418,5063,2,73,0.0,0.0,0.0,0.0,0.0,1.0,1.5130857494229015,5.054796549880903,3.233039549399524,0
232,its.nemu.us,2709.0,204.0,1412.0,161.0,1.824242424242424,0.1373737373737373,0.9514824797843666,0.1084905660377358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2760942760942761,0.0632996632996633,0.3306397306397306,0.0239057239057239,4964,3114,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.733660577009114,2.426265714402142,0
233,jeppesen.io,2278.0,3647.0,99.0,2674.0,1.7769110764430578,2.8447737909516384,0.0772833723653395,2.087431693989071,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3174726989079563,0.4777691107644306,0.0308112324492979,0.4828393135725429,1929,24,1,3,0.0,0.0,0.0,0.0,0.0,1.3076604860118306,1.3480061545972777,3.6273735894804062,3.923340130634685,0
234,jojo.singleuser.club,16927.0,1079.0,16768.0,1230.0,1.300876114355979,0.0829234552720565,1.2887556682806856,0.0945353931288909,2.0,11983.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2176452505379649,0.0335075315093759,0.3194743313864125,0.0239010144482016,21707,16339,20,14,0.0,0.0,0.0,0.0,0.0,1.122462048309373,4.783666852080319,5.067145002915988,3.2026064510147254,1
235,jos.prismdragon.net,1373.0,200.0,515.0,180.0,1.9095966620305984,0.278164116828929,0.7172701949860725,0.2506963788300835,5.0,353.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2899860917941586,0.0876216968011126,0.2899860917941586,0.0507649513212795,8793,2301,2,13,0.0,0.0,0.0,0.0,0.0,1.3076604860118306,2.6584538015022856,3.3338425832365552,2.418271175121957,0
236,kadono.moe,111614.0,3146.0,101603.0,8010.0,1.0547035199622017,0.0297283250649657,0.9601130178409436,0.0756917145449047,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1972738010866997,0.0141790692180486,0.3211764705882353,0.0233120718166784,1666,352,2,33,0.0,0.0,0.0,0.0,0.0,1.0,1.2009369551760027,6.938833162523457,3.827892971939437,0
237,kamel.social,5168.0,2807.0,235.0,2607.0,2.0,1.0863003095975232,0.0909794812233836,1.0092915214866434,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3560371517027864,0.490905572755418,0.0385061919504644,0.483359133126935,10502,61,1,2,0.0,0.0,0.0,0.0,1.0,1.2009369551760027,1.6035216215125492,4.158024884905791,3.755839877800085,0
238,kanatan.club,1231.0,70.0,1022.0,175.0,1.2224428997020853,0.0695134061569016,1.0159045725646123,0.1739562624254473,35.0,7362.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2164846077457795,0.03227408142999,0.3063555114200596,0.0446871896722939,21809,16446,3,8,0.0,0.0,0.0,0.0,0.0,1.8086089434116457,4.410616544326304,3.273731135149501,2.0300948992124868,0
239,kartoffel.cafe,142759.0,7550.0,132712.0,13799.0,1.1261971253214689,0.0595604360928353,1.0469466160727672,0.1088584028210569,16.0,45451.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2017599911645445,0.0278829617708777,0.3070794086555908,0.0333341222132815,33447,23822,16,75,0.0,0.0,0.0,0.0,0.0,1.5874010519681994,5.9738902614160825,7.229372168990739,4.429191848206764,1
240,kawen.space,7414.0,928.0,7161.0,1265.0,0.8872666347534706,0.1110579224509334,0.8570915619389587,0.1514063435068821,640.0,346465.0,3.0,0.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1552776448061273,0.0468525610339875,0.2436572522738152,0.0369195787458113,44823,25038,15,14,0.0,0.0,0.0,0.0,1.0,2.935598535244139,8.380627958498874,4.415793578802987,3.1231391134796773,1
241,kayii.goe.land,26555.0,6541.0,16375.0,11458.0,1.0918547757082355,0.2689445335306936,0.6733141447368421,0.4711348684210526,8.0,2966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2112372024176637,0.114468977426915,0.2658402203856749,0.092327618107808,383254,11734,37,20,0.0,0.0,0.0,0.0,1.0,1.414213562373095,3.7904885676244673,5.46207573529473,4.3245476976058095,0
